Id,OverallQual,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,TotalBsmtSF,stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
1360,9,2004,2005,Gd,TA,Ex,1980,1980,1980,2,Ex,8,1,2004,3,770,2006,315000
1361,5,1921,1998,TA,TA,TA,612,990,2601,3,TA,8,0,1998,2,621,2008,189000
1362,7,2005,2005,Gd,TA,Ex,1530,1530,1530,2,Gd,7,1,2005,2,430,2009,260000
1363,4,1920,2007,TA,Gd,TA,715,1281,1738,2,TA,7,1,1920,1,368,2009,104900
1364,6,2006,2007,TA,TA,Gd,616,616,1412,2,Gd,6,1,2007,2,432,2007,156932
1365,7,2005,2005,Gd,TA,Gd,600,520,1200,2,Gd,4,0,2005,2,480,2006,144152
1366,7,2000,2000,Gd,TA,Gd,814,814,1674,2,Gd,7,0,2000,2,663,2010,216000
1367,7,1999,1999,Gd,TA,Gd,873,882,1790,2,Gd,7,0,1999,2,588,2008,193000
1368,5,1977,1977,TA,TA,TA,757,925,1475,2,TA,6,1,1977,1,336,2006,127000
1369,6,2003,2004,Gd,TA,Gd,848,848,848,1,Gd,4,0,2003,2,420,2009,144000
1370,8,2003,2003,Gd,TA,Gd,1657,1668,1668,2,Gd,8,1,2003,2,502,2010,232000
1371,4,1920,1950,Fa,TA,TA,840,840,1374,1,TA,6,0,1967,1,338,2009,105000
1372,6,1955,1996,TA,TA,TA,992,1661,1661,1,Gd,8,1,1955,1,377,2008,165500
1373,7,1998,1998,TA,TA,Gd,1108,1108,2097,2,Gd,8,1,1998,2,583,2006,274300
1374,10,2001,2002,Ex,TA,Ex,2633,2633,2633,2,Ex,8,2,2001,3,804,2007,466500
1375,7,2005,2005,Gd,TA,Gd,1026,1026,1958,2,Gd,9,1,2005,3,936,2008,250000
1376,8,2007,2007,Gd,TA,Gd,1571,1571,1571,2,Gd,7,1,2007,3,722,2007,239000
1377,6,1930,1950,TA,TA,Gd,768,790,790,1,TA,4,0,1925,1,160,2008,91000
1378,5,1941,1960,TA,TA,TA,984,984,1604,2,TA,6,0,1977,2,660,2009,117000
1379,6,1973,1973,TA,TA,TA,483,483,987,1,TA,5,0,1973,1,264,2006,83000
1380,5,2006,2007,TA,TA,Gd,384,754,1394,2,Gd,7,0,2007,2,400,2008,167500
1381,3,1914,1950,TA,Fa,TA,864,864,864,1,TA,5,0,1938,1,200,2010,58500
1382,6,1970,1970,TA,TA,TA,1205,2117,2117,2,TA,7,2,1970,2,550,2008,237500
1383,7,1920,1950,TA,TA,Fa,596,998,1762,1,Gd,8,0,1989,2,576,2006,157000
1384,5,1918,2007,TA,Gd,TA,816,1416,1416,2,Gd,7,0,2007,2,576,2007,112000
1385,6,1939,1950,TA,TA,TA,560,698,1258,1,TA,6,0,1939,1,280,2009,105000
1386,4,1922,2007,TA,Gd,TA,796,796,1154,1,Gd,7,0,1922,1,240,2010,125500
1387,7,1978,1978,TA,TA,Gd,1392,1392,2784,3,Gd,12,2,1978,2,564,2006,250000
1388,6,1916,1950,TA,Gd,TA,714,1664,2526,2,Gd,10,1,1916,1,216,2007,136000
1389,9,2006,2007,Ex,TA,Ex,1746,1746,1746,2,Ex,7,2,2006,3,758,2009,377500
1390,6,1941,1950,TA,Gd,TA,735,869,1218,1,TA,6,1,2003,2,440,2007,131000
1391,7,2000,2000,Gd,TA,Gd,1525,1525,1525,2,Gd,6,0,2000,2,541,2006,235000
1392,5,1967,1967,TA,TA,TA,1584,1584,1584,2,TA,8,0,1967,3,792,2009,124000
1393,5,1967,1967,TA,TA,TA,864,900,900,1,TA,6,1,1967,1,288,2006,123000
1394,6,1905,2000,TA,TA,Fa,482,1221,1912,2,TA,7,1,2003,2,672,2008,163000
1395,7,2006,2006,Gd,TA,Gd,1356,1500,1500,2,Gd,6,1,2006,3,648,2006,246578
1396,8,2005,2006,Gd,TA,Gd,1094,1133,2482,2,Gd,9,1,2005,3,642,2007,281213
1397,5,1948,1950,TA,TA,TA,747,1687,1687,1,TA,7,2,1966,2,572,2010,160000
1398,5,1920,2004,TA,TA,TA,939,939,1513,1,TA,8,0,1933,1,180,2007,137500
1399,5,1950,1982,TA,TA,TA,1208,1136,1904,1,TA,7,0,1950,1,240,2009,138000
1400,6,1925,1990,TA,TA,TA,976,1160,1608,2,Gd,7,1,1925,1,216,2009,137450
1401,6,1929,1950,TA,TA,TA,862,950,1158,1,TA,5,1,1929,1,208,2008,120000
1402,6,2004,2004,TA,TA,TA,839,864,1593,2,TA,8,1,2004,2,398,2008,193000
1403,7,2006,2006,Gd,TA,Gd,1286,1294,1294,2,Gd,6,1,2006,2,662,2006,193879
1404,8,2007,2007,Gd,TA,Gd,1485,1464,1464,2,Gd,6,0,2007,3,754,2007,282922
1405,3,1915,1950,TA,TA,TA,672,694,1214,1,TA,6,0,1998,3,936,2006,105000
1406,8,2004,2005,Gd,TA,Ex,1594,1646,1646,2,Gd,5,1,2004,2,482,2008,275000
1407,5,1972,2007,TA,TA,Gd,768,768,768,1,TA,5,0,1988,2,396,2009,133000
1408,5,1985,1985,TA,TA,TA,833,833,833,1,TA,5,0,NaN,0,0,2009,112000
1409,4,1910,1950,TA,TA,Fa,622,741,1363,1,TA,6,0,1966,2,528,2010,125500
1410,7,1986,1991,TA,Gd,Gd,791,1236,2093,2,TA,7,1,1986,2,542,2008,215000
1411,7,2001,2001,Gd,TA,Gd,944,944,1840,2,Gd,6,0,2001,2,622,2009,230000
1412,6,1950,2005,TA,Gd,TA,856,1112,1668,1,TA,6,0,1950,1,271,2009,140000
1413,4,1949,1950,TA,TA,NA,0,1040,1040,2,TA,6,0,1956,2,420,2009,90000
1414,8,2005,2006,Gd,TA,Gd,1844,1844,1844,2,Gd,7,1,2005,2,620,2009,257000
1415,6,1923,2000,TA,TA,TA,833,1053,1848,1,Gd,8,1,1922,2,370,2008,207000
1416,7,2007,2007,Gd,TA,Gd,1386,1569,1569,2,Gd,7,1,2007,3,660,2009,175900
1417,4,1885,1950,TA,TA,TA,777,1246,2290,2,TA,11,0,1971,2,560,2010,122500
1418,8,1998,1998,Gd,TA,Gd,1284,1310,2450,2,Gd,7,1,1998,3,1069,2009,340000
1419,5,1963,1963,TA,TA,TA,1144,1144,1144,1,TA,6,0,1962,1,336,2008,124000
1420,6,1969,1969,Gd,Gd,TA,1844,1844,1844,2,Gd,7,1,1969,2,540,2006,223000
1421,6,1968,1968,TA,TA,TA,708,708,1416,2,TA,7,1,1968,2,776,2006,179900
1422,6,1977,1977,TA,TA,Gd,1069,1069,1069,2,TA,4,1,1977,2,440,2010,127500
1423,6,2003,2003,Gd,TA,Gd,848,848,848,1,Gd,3,0,2003,2,420,2008,136500
1424,6,1966,1966,Gd,Gd,Gd,697,1575,2201,2,Gd,8,1,1966,2,432,2006,274970
1425,5,1958,1983,TA,TA,TA,1024,1344,1344,1,TA,6,1,1970,1,484,2007,144000
1426,6,1959,1959,Gd,TA,TA,1252,1252,1252,1,Gd,7,0,1960,2,528,2008,142000
1427,7,1994,1994,Gd,TA,Gd,1223,1223,2127,2,Gd,5,2,1994,2,525,2008,271000
1428,5,1945,1950,TA,TA,TA,913,1048,1558,1,TA,6,1,1962,1,288,2008,140000
1429,5,1940,1992,TA,Gd,TA,788,804,804,1,Gd,4,2,1940,1,240,2010,119000
1430,6,1981,1981,Gd,Gd,Gd,1440,1440,1440,2,Gd,7,1,1981,2,467,2007,182900
1431,5,2005,2005,Gd,TA,Gd,732,734,1838,2,TA,7,1,2005,2,372,2006,192140
1432,6,1976,1976,TA,TA,Gd,958,958,958,2,TA,5,0,1976,2,440,2009,143750
1433,4,1927,2007,TA,TA,TA,656,968,968,2,TA,5,0,1928,1,216,2007,64500
1434,6,2000,2000,TA,TA,Gd,936,962,1792,2,TA,8,1,2000,2,451,2008,186500
1435,5,1977,1977,TA,TA,TA,1126,1126,1126,2,TA,5,1,1977,2,484,2006,160000
1436,6,1962,2005,Gd,Gd,TA,1319,1537,1537,1,Gd,7,1,1962,2,462,2008,174000
1437,4,1971,1971,TA,TA,TA,864,864,864,1,TA,5,0,1974,2,528,2007,120500
1438,8,2008,2008,Ex,TA,Ex,1932,1932,1932,2,Ex,7,1,2008,3,774,2008,394617
1439,6,1957,1996,TA,TA,TA,912,1236,1236,1,TA,6,0,1957,2,923,2010,149700
1440,7,1979,1979,TA,TA,TA,539,1040,1725,2,TA,6,1,1979,2,550,2007,197000
1441,6,1922,1994,TA,TA,Ex,588,1423,2555,2,TA,11,1,1993,2,672,2008,191000
1442,6,2004,2004,Gd,TA,Gd,848,848,848,1,Gd,3,1,2004,2,420,2008,149300
1443,10,2008,2008,Ex,TA,Ex,1017,1026,2007,2,Ex,10,1,2008,3,812,2009,310000
1444,6,1916,1950,TA,TA,TA,952,952,952,1,Fa,4,1,1916,1,192,2009,121000
1445,7,2004,2004,Gd,TA,Gd,1422,1422,1422,2,Gd,7,0,2004,2,626,2007,179600
1446,6,1966,1966,TA,TA,TA,814,913,913,1,TA,6,0,1990,1,240,2007,129000
1447,5,1962,1962,TA,TA,TA,1188,1188,1188,1,TA,6,0,1962,1,312,2010,157900
1448,8,1995,1996,Gd,TA,Gd,1220,1220,2090,2,Gd,8,1,1995,2,556,2007,240000
1449,4,1910,2000,TA,TA,Fa,560,796,1346,1,TA,6,0,1950,1,384,2007,112000
1450,5,1970,1970,TA,TA,Gd,630,630,630,1,Ex,3,0,NaN,0,0,2006,92000
1451,5,1974,1974,TA,TA,Gd,896,896,1792,2,TA,8,0,NaN,0,0,2009,136000
1452,8,2008,2009,Gd,TA,Gd,1573,1578,1578,2,Ex,7,1,2008,3,840,2009,287090
1453,5,2005,2005,TA,TA,Gd,547,1072,1072,1,TA,5,0,2005,2,525,2006,145000
1454,5,2006,2006,TA,TA,Gd,1140,1140,1140,1,TA,6,0,NaN,0,0,2006,84500
1455,7,2004,2005,Gd,TA,Gd,1221,1221,1221,2,Gd,6,0,2004,2,400,2009,185000
1456,6,1999,2000,TA,TA,Gd,953,953,1647,2,TA,7,1,1999,2,460,2007,175000
1457,6,1978,1988,TA,TA,Gd,1542,2073,2073,2,TA,7,2,1978,2,500,2010,210000
1458,7,1941,2006,Ex,Gd,TA,1152,1188,2340,2,Gd,9,2,1941,1,252,2010,266500
1459,5,1950,1996,TA,TA,TA,1078,1078,1078,1,Gd,5,0,1950,1,240,2010,142125
1460,5,1965,1965,Gd,TA,TA,1256,1256,1256,1,TA,6,0,1965,1,276,2008,147500
